pool,token0,token1
0xb3fAEF8Fd91C589652A42B378d7c8e79c5087810,0x7194Cb1e942bA5C8e4801e953bfc801F0b737439,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0xAc6E3eD880C2cFc8224Ac6062577Edc393A7480F,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0xec3492a2508DDf4FDc0cD76F31f340b30d1793e6
0xa980deAfc4B206fC6F3F28a40E8f3A18Eeb0C4C7,0x5BB7C73e0939cd985E2184Ee751f9193E599052b,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x974374410F36841e8420c25e3dB6D097d3a8aa04,0x6D923f688C7FF287dc3A5943CAeefc994F97b290,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x81367146505946Ab226c0b518D50F9C9222aC0f4,0x37B608519F91f70F2EeB0e5Ed9AF4061722e4F76,0xb54f16fB19478766A268F172C9480f8da1a7c9C3
0x219eecb04FF04aF03e240118d0784e368ee0436f,0x50b7545627a5162F82A992c33b87aDc75187B218,0xc7198437980c041c805A1EDcbA50c1Ce5db95118
0x37aDc4f9f585d20A844eC018E541759EbA11656C,0x5BB7C73e0939cd985E2184Ee751f9193E599052b,0xc7198437980c041c805A1EDcbA50c1Ce5db95118
0xAb7cA7619d7a884b152C13BF6f88fC9D4eBFB621,0x37B608519F91f70F2EeB0e5Ed9AF4061722e4F76,0x5BB7C73e0939cd985E2184Ee751f9193E599052b
0x64243C2CF1A6BF5D5C537f8617F74Db0f7523154,0x130966628846BFd36ff31a822705796e8cb8C18D,0x5472E93626803fF5c8821d98E8608C39cA33A11C
0x0fE8CC7D92Cc882a59f86235cC99BE6bEA9A740d,0x5472E93626803fF5c8821d98E8608C39cA33A11C,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x34f06644d50C979f78aA007E5e61D0040762b15E,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0xF873633DF9D5cDd62BB1f402499CC470a72A02D7
0xF5612Ab25db5B1D19CA0a82AA93C8E87bFBC5a5C,0x22d4002028f537599bE9f666d1c4Fa138522f9c8,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x027d7bD752CCE874561792Cc293CD9f47e0A747D,0x130966628846BFd36ff31a822705796e8cb8C18D,0x22d4002028f537599bE9f666d1c4Fa138522f9c8
0x922e679333d9751E7EC5538C861B7E068837D91a,0x130966628846BFd36ff31a822705796e8cb8C18D,0xed46443C18E38064523180Fc364C6180b35803d3
0x1DdCd23Da377DcBA6A3ee6a48B38C91163dc415D,0x9298753D77238D244bC0318baB9D774dEA5238A4,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0xb266d875bB62497C9ABbAb7BD0DA6e45391A9546,0x49D5c2BdFfac6CE2BFdB6640F4F80f226bc10bAB,0x5947BB275c521040051D82396192181b413227A3
0x4d308C46EA9f234ea515cC51F16fba776451cac8,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0x130966628846BFd36ff31a822705796e8cb8C18D
0x95a094790671bF61cA9970D2B2C9d4aA0c5Ef5Ad,0x320aDa89DbFA3A154613D2731c9BC3a4030DbA19,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x37bb7fE11A2620cBf30f2A534a763605920e16FE,0x130966628846BFd36ff31a822705796e8cb8C18D,0xCE1bFFBD5374Dac86a2893119683F4911a2F7814
0x5eCFCa21f29366Ab9E8E1f2C7DE56cdb96037c21,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664,0xdef1fac7Bf08f173D286BbBDcBeeADe695129840
0x393FDeb9eb0C190372969e5f10A8b86e70609959,0x03943C3ef00d92e130185CeBC0bcc435Def2cC94,0xc7198437980c041c805A1EDcbA50c1Ce5db95118
0x0b212115882252E3640839feACF6CD45a8f419F5,0x130966628846BFd36ff31a822705796e8cb8C18D,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664
0xE5cddBfd3A807691967e528f1d6b7f00b1919e6F,0x3Ee97d514BBef95a2f110e6B9b73824719030f7a,0xCE1bFFBD5374Dac86a2893119683F4911a2F7814
0xD4F8B6fC89DCD79F3ba297C6180Fd1028d69b9ed,0x130966628846BFd36ff31a822705796e8cb8C18D,0x49D5c2BdFfac6CE2BFdB6640F4F80f226bc10bAB
0xDE687F9aaD2c5033B84D62281241EBb0Ee055f62,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0xb54f16fB19478766A268F172C9480f8da1a7c9C3
0xCC6Bd32e6F167F0591C449E5Ccbb671E06e0382B,0x57319d41F71E81F3c65F2a47CA4e001EbAFd4F33,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0xA3C0448282f548222FB918268d0c4b506eedB213,0xa4ED6A8b07416Ce77A6D4B3f124Cf8F3A5b76b96,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x9703E3cF7a02e89fd95DC0EC540Bc2b73fDe2442,0x6e84a6216eA6dACC71eE8E6b0a5B7322EEbC0fDd,0xc7198437980c041c805A1EDcbA50c1Ce5db95118
0x8E0BA7c64E2E69C56CBa9F59A37884559a1b7409,0x130966628846BFd36ff31a822705796e8cb8C18D,0xfB98B335551a418cD0737375a2ea0ded62Ea213b
0xbdc94029846F1698fD7f61318501689225Fd0C3A,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0x37B608519F91f70F2EeB0e5Ed9AF4061722e4F76
0x3E105e5ACB4dAb409Fb365ba72D7793210ae6e59,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x5fBE35bF97f54EC7CA95EdBc8dfAeB21514739a7,0x63a72806098Bd3D9520cC43356dD78afe5D386D9,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x322650194D9A421394F4559cA9C7594bddb748e4,0x130966628846BFd36ff31a822705796e8cb8C18D,0x877ADe8c5F4F9CccEDE050BeB1F1a52554C707ce
0x1538d42fAA3ffbe055A3a0E75Ae616C303F2CeA5,0x3Ee97d514BBef95a2f110e6B9b73824719030f7a,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x234AB6bF95D3AC105eED3B899a7Dc256Bc882B13,0x38B5ff140c4377fD4756fEAd5110e3BD5251eDA8,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x22f371feBEd3519f76D68E0AC303Fa6a2d2FdDD4,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0xD60e9aB480Da5012D66b8c5F486BAb57Cf45e431
0x6F8d57A2254FF0badD9e6086FAD9924f29c663d6,0x9f6d821b80f0AC23A6E06b863C560D465a1E8c46,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x7223AAF122C5e206dFDA6b18F4eAFbd539d94FEF,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0xCf8e47742f02F8240dd7655aec207b02De45d998
0x3730c99811FEa9cA1Dd977dDd6D3b80F8a0BEbeA,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0xCD1bb91f4eCa93217421316480cA7D7C315827E5
0x669328b7aDbcc15da8949FAadd78a09EF025c1F8,0x49D5c2BdFfac6CE2BFdB6640F4F80f226bc10bAB,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664
0x9501A14D772F1aa8aA4fDb042549fe7BEf0FD319,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0xCE1bFFBD5374Dac86a2893119683F4911a2F7814
0x7aF2fD8e8094B902F457AF489FC79F0aaC63CE41,0x130966628846BFd36ff31a822705796e8cb8C18D,0x4d308C46EA9f234ea515cC51F16fba776451cac8
0x204E814dD86DE92F4148733d68Ed88300fC50f89,0x3EeFb18003D033661f84e48360eBeCD181A84709,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x1aaA28A4B6AacAD1Ee55b6E44d6b557976235724,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664,0xD036414fa2BCBb802691491E323BFf1348C5F4Ba
0xBF12Ca918c7e8Cb260F480e74fdb99F5E0DE5E8B,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0xD036414fa2BCBb802691491E323BFf1348C5F4Ba
0xE2553DB876922aCBfb8EC5d7E46E0C89D0dC6375,0xaFc43610C7840b20b90CAaF93759bE5b54B291c9,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x8F2473319C6aB8bfeac00b2FCC8fB7D0091a9423,0xAff6268287211783cA7C9934D5234765F57e98B6,0xd586E7F844cEa2F87f50152665BCbc2C279D8d70
0xb599E3Cc5e7730865E74d78F2b9B67fDC627b743,0x130966628846BFd36ff31a822705796e8cb8C18D,0x63682bDC5f875e9bF69E201550658492C9763F89
0x9E163143f6Eedd99388295E9F2b60a71303e0c90,0x63682bDC5f875e9bF69E201550658492C9763F89,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x2cBec2F846daefa8c1f5c3E12dCB56Ee41a5750F,0x8729438EB15e2C8B576fCc6AeCdA6A148776C0F5,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0xc0cEd84C67Cbb2d49674CCb234397BE8d216c3ac,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0x63682bDC5f875e9bF69E201550658492C9763F89
0xE9b119fd58B0c30ED6460C6293d36f54ddA68a39,0x63682bDC5f875e9bF69E201550658492C9763F89,0xc7198437980c041c805A1EDcbA50c1Ce5db95118
0xF93c610dD478d2E9Fa47aa00eE3b726C6aC1C376,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664
0x53212695048d8637D2224daB157a7358Df52901a,0x130966628846BFd36ff31a822705796e8cb8C18D,0x39912D83acb4A373321387300f4FBE88Aa5d6F14
0xB1B9F5981079Fb7CCE67cfc1F104a3Cccef1bC86,0x39912D83acb4A373321387300f4FBE88Aa5d6F14,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
0x2Ae44EBd41EB863Da65B320AB7B8688c6f43C156,0xc7198437980c041c805A1EDcbA50c1Ce5db95118,0xCaB9980aa9Ea8A84f33F6ead1883db4D48d9E130
0x3A642516dCb60300b7558c3c813899e799403Ef7,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0xc7198437980c041c805A1EDcbA50c1Ce5db95118
0xd09EB71F553400164C56cCdd22f7f6e07707793a,0x0da67235dD5787D67955420C84ca1cEcd4E5Bb3b,0x4d308C46EA9f234ea515cC51F16fba776451cac8
0x32879D0d48683fd0802E9a65c6959EEEfD682E3F,0x130966628846BFd36ff31a822705796e8cb8C18D,0x3Ee97d514BBef95a2f110e6B9b73824719030f7a
0x6d1eC26876Aabb159eD235cCb8aac4848fBa26C0,0x39912D83acb4A373321387300f4FBE88Aa5d6F14,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664
0x1cfEa18FA40990c0a6662504D78E881a3eF6d7bF,0x130966628846BFd36ff31a822705796e8cb8C18D,0xF945e994D8B42157CC3806eAED6dC85bB10DaBd0
0x523b1B7788Ae3C0C830F984474EBFc060BDfb891,0x365D19CD734EF0872ceA6E267d7FF6340FAD200C,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7
